,city,state,latitude,longitude
94,Faridabad,Haryana,77.27791786193848,28.498188849691104
95,Faridabad,Haryana,77.25997924804688,28.49124899047654
96,Faridabad,Haryana,77.2422981262207,28.484534996831663
97,Faridabad,Haryana,77.22564697265625,28.463786813548225
98,Faridabad,Haryana,77.23989486694336,28.453599850714404
99,Faridabad,Haryana,77.24066734313965,28.428920694985717
100,Faridabad,Haryana,77.21916675567627,28.41756031123736
101,Faridabad,Haryana,77.19869613647461,28.408614566620326
102,Faridabad,Haryana,77.2064208984375,28.374485465612306
103,Faridabad,Haryana,77.21260070800781,28.336417056123253
104,Faridabad,Haryana,77.23182678222656,28.304380682962783
105,Faridabad,Haryana,77.24899291992188,28.295312032591024
106,Faridabad,Haryana,77.26821899414062,28.288661197831768
107,Faridabad,Haryana,77.29207992553711,28.283143712770073
108,Faridabad,Haryana,77.34100341796875,28.287451910503744
109,Faridabad,Haryana,77.37327575683594,28.30317157423517
110,Faridabad,Haryana,77.40726470947266,28.34789944257093
111,Faridabad,Haryana,77.41430282592773,28.42295758907995
112,Faridabad,Haryana,77.4180793762207,28.455712782954933
113,Faridabad,Haryana,77.39730834960938,28.4585802663087
114,Faridabad,Haryana,77.39730834960938,28.471407528887873
115,Faridabad,Haryana,77.37550735473633,28.476387105341445
116,Faridabad,Haryana,77.36400604248047,28.485742038403384
117,Faridabad,Haryana,77.3602294921875,28.498415141765694
118,Faridabad,Haryana,77.34786987304688,28.511840936255435
119,Faridabad,Haryana,77.30658531188963,28.490570066704066
120,Ghaziabad,Uttar Pradesh,77.32340812683105,28.676281039418164
121,Ghaziabad,Uttar Pradesh,77.32327938079834,28.673005302666493
122,Ghaziabad,Uttar Pradesh,77.3232364654541,28.670783767736832
123,Ghaziabad,Uttar Pradesh,77.31122016906738,28.644441811255867
124,Ghaziabad,Uttar Pradesh,77.32898712158203,28.63108942959389
125,Ghaziabad,Uttar Pradesh,77.33308553695679,28.632313625598478
126,Ghaziabad,Uttar Pradesh,77.37876892089844,28.632144122388027
127,Ghaziabad,Uttar Pradesh,77.39456176757812,28.635760131498763
128,Ghaziabad,Uttar Pradesh,77.40074157714844,28.629281360145207
129,Ghaziabad,Uttar Pradesh,77.4093246459961,28.625213090007232
130,Ghaziabad,Uttar Pradesh,77.40554809570311,28.617980220472212
131,Ghaziabad,Uttar Pradesh,77.40434646606445,28.608184915509685
132,Ghaziabad,Uttar Pradesh,77.41138458251953,28.60592433079432
133,Ghaziabad,Uttar Pradesh,77.41413116455078,28.609239838396704
134,Ghaziabad,Uttar Pradesh,77.42340087890625,28.60592433079432
135,Ghaziabad,Uttar Pradesh,77.42408752441406,28.603814407841327
136,Ghaziabad,Uttar Pradesh,77.44022369384766,28.60712998202913
137,Ghaziabad,Uttar Pradesh,77.4452018737793,28.60569826964744
138,Ghaziabad,Uttar Pradesh,77.45018005371094,28.60253336251959
139,Ghaziabad,Uttar Pradesh,77.46125221252441,28.608712378277385
140,Ghaziabad,Uttar Pradesh,77.47172355651855,28.615418459700606
141,Ghaziabad,Uttar Pradesh,77.47811794281006,28.608297943468557
142,Ghaziabad,Uttar Pradesh,77.48704433441162,28.617189095138766
143,Ghaziabad,Uttar Pradesh,77.48206615447998,28.621333018822757
144,Ghaziabad,Uttar Pradesh,77.47876167297363,28.623706283277425
145,Ghaziabad,Uttar Pradesh,77.48528480529785,28.6306374151518
146,Ghaziabad,Uttar Pradesh,77.4924087524414,28.628226638582973
147,Ghaziabad,Uttar Pradesh,77.50202178955078,28.624911730391464
148,Ghaziabad,Uttar Pradesh,77.51386642456055,28.625288429776006
149,Ghaziabad,Uttar Pradesh,77.51772880554199,28.631240100641953
150,Ghaziabad,Uttar Pradesh,77.52270698547363,28.631014093988714
151,Ghaziabad,Uttar Pradesh,77.52708435058594,28.63643811933529
152,Ghaziabad,Uttar Pradesh,77.5198745727539,28.642615140054005
153,Ghaziabad,Uttar Pradesh,77.51983165740967,28.64668273556895
154,Ghaziabad,Uttar Pradesh,77.52965927124023,28.64574117656356
155,Ghaziabad,Uttar Pradesh,77.53429412841797,28.651239761695862
156,Ghaziabad,Uttar Pradesh,77.53755569458008,28.655156386238296
157,Ghaziabad,Uttar Pradesh,77.53764152526855,28.667319585385524
158,Ghaziabad,Uttar Pradesh,77.53755569458008,28.676130433078256
159,Ghaziabad,Uttar Pradesh,77.5374698638916,28.679594324113783
160,Ghaziabad,Uttar Pradesh,77.53798484802246,28.68757589776321
161,Ghaziabad,Uttar Pradesh,77.55558013916016,28.68930766832922
162,Ghaziabad,Uttar Pradesh,77.55781173706053,28.690437068483927
163,Ghaziabad,Uttar Pradesh,77.54236221313475,28.714076380995902
164,Ghaziabad,Uttar Pradesh,77.4762725830078,28.733646291471715
165,Ghaziabad,Uttar Pradesh,77.46803283691405,28.72672197269823
166,Ghaziabad,Uttar Pradesh,77.42305755615234,28.744784450344994
167,Ghaziabad,Uttar Pradesh,77.37876892089844,28.73063577445635
168,Ghaziabad,Uttar Pradesh,77.33413696289062,28.726420904954814
169,Ghaziabad,Uttar Pradesh,77.30838775634766,28.76856194978752
170,Ghaziabad,Uttar Pradesh,77.30358123779297,28.798652282437608
171,Ghaziabad,Uttar Pradesh,77.29757308959961,28.79609494180401
172,Ghaziabad,Uttar Pradesh,77.29413986206055,28.808730602173277
173,Ghaziabad,Uttar Pradesh,77.28856086730957,28.8299370156698
174,Ghaziabad,Uttar Pradesh,77.27705955505371,28.83888452551883
175,Ghaziabad,Uttar Pradesh,77.25234031677246,28.836553735704708
176,Ghaziabad,Uttar Pradesh,77.2477912902832,28.829561053038685
177,Ghaziabad,Uttar Pradesh,77.23440170288086,28.82644051079312
178,Ghaziabad,Uttar Pradesh,77.21753597259521,28.83531313274091
179,Ghaziabad,Uttar Pradesh,77.21354484558105,28.813543784042913
180,Ghaziabad,Uttar Pradesh,77.19483375549316,28.815160662422887
181,Ghaziabad,Uttar Pradesh,77.19436168670654,28.802224932670264
182,Ghaziabad,Uttar Pradesh,77.20273017883301,28.78951326196631
183,Ghaziabad,Uttar Pradesh,77.22478866577148,28.787519871241077
184,Ghaziabad,Uttar Pradesh,77.21710681915283,28.781802765727463
185,Ghaziabad,Uttar Pradesh,77.23774909973145,28.75923218416008
186,Ghaziabad,Uttar Pradesh,77.25319862365723,28.752761050537202
187,Ghaziabad,Uttar Pradesh,77.25633144378662,28.73993046626967
188,Ghaziabad,Uttar Pradesh,77.25993633270264,28.73804901644651
189,Ghaziabad,Uttar Pradesh,77.27688789367676,28.73451179906375
190,Ghaziabad,Uttar Pradesh,77.28482723236084,28.71275904391691
191,Ghaziabad,Uttar Pradesh,77.32366561889647,28.71577007571777
192,Ghaziabad,Uttar Pradesh,77.31971740722655,28.70383835346197
193,Ghaziabad,Uttar Pradesh,77.33078956604004,28.688366492227118
194,Ghaziabad,Uttar Pradesh,77.3322057723999,28.682832205624614
195,Ghaziabad,Uttar Pradesh,77.32435226440428,28.679029567086562
196,Ghaziabad,Uttar Pradesh,77.32340812683105,28.676281039418164
197,Noida,Uttar Pradesh,77.29401111602783,28.57487404744697
198,Noida,Uttar Pradesh,77.29383945465088,28.579735680241054
199,Noida,Uttar Pradesh,77.30701446533203,28.596730785197806
200,Noida,Uttar Pradesh,77.33617544174193,28.608750054088024
201,Noida,Uttar Pradesh,77.33441591262817,28.626964725645568
202,Noida,Uttar Pradesh,77.32898712158203,28.63108942959389
203,Noida,Uttar Pradesh,77.3331069946289,28.632313625598478
204,Noida,Uttar Pradesh,77.37876892089844,28.632144122388027
205,Noida,Uttar Pradesh,77.39456176757812,28.63568479924653
206,Noida,Uttar Pradesh,77.40074157714844,28.629281360145207
207,Noida,Uttar Pradesh,77.4093246459961,28.625213090007232
208,Noida,Uttar Pradesh,77.40554809570311,28.617980220472212
209,Noida,Uttar Pradesh,77.40434646606445,28.608184915509685
210,Noida,Uttar Pradesh,77.411470413208,28.60592433079432
211,Noida,Uttar Pradesh,77.4140453338623,28.609164487113226
212,Noida,Uttar Pradesh,77.41868019104004,28.607657450093573
213,Noida,Uttar Pradesh,77.42331504821776,28.60592433079432
214,Noida,Uttar Pradesh,77.42408752441406,28.603814407841327
215,Noida,Uttar Pradesh,77.42383003234863,28.59831333805973
216,Noida,Uttar Pradesh,77.42202758789062,28.59567573671796
217,Noida,Uttar Pradesh,77.41936683654784,28.594696039360965
218,Noida,Uttar Pradesh,77.41670608520508,28.592359801121567
219,Noida,Uttar Pradesh,77.41507530212402,28.58670739707127
220,Noida,Uttar Pradesh,77.41284370422363,28.583617287722422
221,Noida,Uttar Pradesh,77.41378784179686,28.579773366439284
222,Noida,Uttar Pradesh,77.41945266723633,28.575778554282415
223,Noida,Uttar Pradesh,77.42280006408691,28.57283887863218
224,Noida,Uttar Pradesh,77.42314338684082,28.5702760174544
225,Noida,Uttar Pradesh,77.42013931274414,28.566506990553407
226,Noida,Uttar Pradesh,77.41576194763182,28.564773192846978
227,Noida,Uttar Pradesh,77.4232292175293,28.560853197090214
228,Noida,Uttar Pradesh,77.42743492126465,28.555802218093252
229,Noida,Uttar Pradesh,77.42752075195312,28.550750996758172
230,Noida,Uttar Pradesh,77.42563247680663,28.550901782993332
231,Noida,Uttar Pradesh,77.42151260375977,28.553389724700374
232,Noida,Uttar Pradesh,77.41876602172852,28.55188188825899
233,Noida,Uttar Pradesh,77.42185592651367,28.543513003567337
234,Noida,Uttar Pradesh,77.42383003234863,28.540120023034692
235,Noida,Uttar Pradesh,77.42786407470703,28.538008779994133
236,Noida,Uttar Pradesh,77.43404388427734,28.536802336404374
237,Noida,Uttar Pradesh,77.43438720703125,28.533182922751397
238,Noida,Uttar Pradesh,77.43267059326172,28.52843225367177
239,Noida,Uttar Pradesh,77.43395805358887,28.51440521950231
240,Noida,Uttar Pradesh,77.4374771118164,28.511388409210596
241,Noida,Uttar Pradesh,77.43807792663574,28.509201167791108
242,Noida,Uttar Pradesh,77.43618965148926,28.505882507995253
243,Noida,Uttar Pradesh,77.43438720703125,28.50331801755849
244,Noida,Uttar Pradesh,77.43490219116211,28.501658608178058
245,Noida,Uttar Pradesh,77.43902206420898,28.501055180114868
246,Noida,Uttar Pradesh,77.44606018066406,28.5040722859223
247,Noida,Uttar Pradesh,77.44700431823729,28.506410483582485
248,Noida,Uttar Pradesh,77.44872093200684,28.50693845652742
249,Noida,Uttar Pradesh,77.44966506958008,28.506033358432656
250,Noida,Uttar Pradesh,77.44786262512207,28.50384600597934
251,Noida,Uttar Pradesh,77.44906425476074,28.500376319419054
252,Noida,Uttar Pradesh,77.45361328125,28.501583179858873
253,Noida,Uttar Pradesh,77.45893478393555,28.501130608811497
254,Noida,Uttar Pradesh,77.46331214904785,28.497736264086303
255,Noida,Uttar Pradesh,77.46339797973633,28.492757694338056
256,Noida,Uttar Pradesh,77.46580123901367,28.49192790988262
257,Noida,Uttar Pradesh,77.4704360961914,28.492531390133443
258,Noida,Uttar Pradesh,77.46545791625977,28.4896648282154
259,Noida,Uttar Pradesh,77.45773315429688,28.474727272604017
260,Noida,Uttar Pradesh,77.44511604309082,28.4812910042393
261,Noida,Uttar Pradesh,77.4312973022461,28.472614720490967
262,Noida,Uttar Pradesh,77.4148178100586,28.47714156614553
263,Noida,Uttar Pradesh,77.41172790527344,28.469898519986636
264,Noida,Uttar Pradesh,77.41790771484375,28.455712782954933
265,Noida,Uttar Pradesh,77.39730834960938,28.458429348071338
266,Noida,Uttar Pradesh,77.39730834960938,28.471558428592605
267,Noida,Uttar Pradesh,77.37533569335938,28.476236212533962
268,Noida,Uttar Pradesh,77.36400604248047,28.48589291762964
269,Noida,Uttar Pradesh,77.3602294921875,28.498264280436544
270,Noida,Uttar Pradesh,77.33572483062744,28.524887964257534
271,Noida,Uttar Pradesh,77.29847431182861,28.557121527035488
272,Noida,Uttar Pradesh,77.29401111602783,28.57487404744697
273,Greater Noida,Uttar Pradesh,77.47026443481445,28.492531390133443
274,Greater Noida,Uttar Pradesh,77.46562957763672,28.49207878026877
275,Greater Noida,Uttar Pradesh,77.46339797973633,28.492380520394168
276,Greater Noida,Uttar Pradesh,77.46339797973633,28.497660832963472
277,Greater Noida,Uttar Pradesh,77.45893478393555,28.501130608811497
278,Greater Noida,Uttar Pradesh,77.45361328125,28.501583179858873
279,Greater Noida,Uttar Pradesh,77.44932174682617,28.500376319419054
280,Greater Noida,Uttar Pradesh,77.4481201171875,28.503544298633805
281,Greater Noida,Uttar Pradesh,77.44983673095703,28.506108783570472
282,Greater Noida,Uttar Pradesh,77.43490219116211,28.501432323058758
283,Greater Noida,Uttar Pradesh,77.43799209594727,28.511539251774604
284,Greater Noida,Uttar Pradesh,77.4342155456543,28.514254381037176
285,Greater Noida,Uttar Pradesh,77.43249893188477,28.528583071854328
286,Greater Noida,Uttar Pradesh,77.43438720703125,28.536877739533463
287,Greater Noida,Uttar Pradesh,77.42374420166016,28.54019542378936
288,Greater Noida,Uttar Pradesh,77.41859436035156,28.55165571093047
289,Greater Noida,Uttar Pradesh,77.42734909057617,28.550147849658316
290,Greater Noida,Uttar Pradesh,77.42734909057617,28.555726828511467
291,Greater Noida,Uttar Pradesh,77.4232292175293,28.561003968857413
292,Greater Noida,Uttar Pradesh,77.41601943969727,28.564471659895275
293,Greater Noida,Uttar Pradesh,77.4232292175293,28.570200638239395
294,Greater Noida,Uttar Pradesh,77.41945266723633,28.57608005483261
295,Greater Noida,Uttar Pradesh,77.41275787353516,28.583768026870615
296,Greater Noida,Uttar Pradesh,77.41704940795898,28.591907619981107
297,Greater Noida,Uttar Pradesh,77.42443084716797,28.598087260538414
298,Greater Noida,Uttar Pradesh,77.42460250854492,28.603814407841327
299,Greater Noida,Uttar Pradesh,77.44039535522461,28.606979276381438
300,Greater Noida,Uttar Pradesh,77.44503021240233,28.60562291582374
301,Greater Noida,Uttar Pradesh,77.45000839233398,28.60245800642607
302,Greater Noida,Uttar Pradesh,77.46133804321289,28.608637026615575
303,Greater Noida,Uttar Pradesh,77.47180938720703,28.615418459700606
304,Greater Noida,Uttar Pradesh,77.4781608581543,28.608184915509685
305,Greater Noida,Uttar Pradesh,77.48725891113281,28.616925385369825
306,Greater Noida,Uttar Pradesh,77.51558303833008,28.590852523089378
307,Greater Noida,Uttar Pradesh,77.5550651550293,28.552560417329666
308,Greater Noida,Uttar Pradesh,77.53515243530273,28.54079862788394
309,Greater Noida,Uttar Pradesh,77.60450363159178,28.45963668793731
310,Greater Noida,Uttar Pradesh,77.61411666870117,28.445600510450063
311,Greater Noida,Uttar Pradesh,77.60055541992186,28.437751513089268
312,Greater Noida,Uttar Pradesh,77.58527755737305,28.435940123303098
313,Greater Noida,Uttar Pradesh,77.56776809692383,28.40816159742839
314,Greater Noida,Uttar Pradesh,77.54493713378906,28.387171901223986
315,Greater Noida,Uttar Pradesh,77.52107620239258,28.3545465726189
316,Greater Noida,Uttar Pradesh,77.50631332397461,28.420542058185138
317,Greater Noida,Uttar Pradesh,77.4949836730957,28.42793944748537
318,Greater Noida,Uttar Pradesh,77.49618530273438,28.43065672596994
319,Greater Noida,Uttar Pradesh,77.49944686889648,28.443638315709894
320,Greater Noida,Uttar Pradesh,77.49549865722656,28.446807996811977
321,Greater Noida,Uttar Pradesh,77.49155044555664,28.446506126513928
322,Greater Noida,Uttar Pradesh,77.48863220214844,28.44937385955666
323,Greater Noida,Uttar Pradesh,77.48880386352539,28.45646739137846
324,Greater Noida,Uttar Pradesh,77.48262405395508,28.459938520749134
325,Greater Noida,Uttar Pradesh,77.47884750366211,28.458882102137068
326,Greater Noida,Uttar Pradesh,77.47644424438477,28.460994928803107
327,Greater Noida,Uttar Pradesh,77.4807357788086,28.462956801462678
328,Greater Noida,Uttar Pradesh,77.47867584228516,28.467634966225
329,Greater Noida,Uttar Pradesh,77.46871948242188,28.464767728517913
330,Greater Noida,Uttar Pradesh,77.46545791625977,28.46823858530271
331,Greater Noida,Uttar Pradesh,77.4620246887207,28.472463822294937
332,Greater Noida,Uttar Pradesh,77.46528625488281,28.476990674415823
333,Greater Noida,Uttar Pradesh,77.46597290039062,28.473067413785838
334,Greater Noida,Uttar Pradesh,77.47112274169922,28.475934426272353
335,Greater Noida,Uttar Pradesh,77.47404098510742,28.48061201643414
336,Greater Noida,Uttar Pradesh,77.47163772583008,28.483931470871585
337,Greater Noida,Uttar Pradesh,77.46545791625977,28.484987639037996
338,Greater Noida,Uttar Pradesh,77.4697494506836,28.486496432378797
339,Greater Noida,Uttar Pradesh,77.47163772583008,28.490570066704066
340,Greater Noida,Uttar Pradesh,77.47764587402344,28.489212206060223
341,Greater Noida,Uttar Pradesh,77.47901916503906,28.492229650439278
342,Greater Noida,Uttar Pradesh,77.47026443481445,28.492531390133443
343,South Delhi,Delhi,77.1176826953888,28.48699621541921
344,South Delhi,Delhi,77.12611556053162,28.4846858777827
345,South Delhi,Delhi,77.12888360023499,28.484657587620813
346,South Delhi,Delhi,77.1313190460205,28.485742038403384
347,South Delhi,Delhi,77.13376522064209,28.484846188556958
348,South Delhi,Delhi,77.13421583175659,28.48530825942686
349,South Delhi,Delhi,77.1362543106079,28.484544426897422
350,South Delhi,Delhi,77.1364688873291,28.48472359798678
351,South Delhi,Delhi,77.14020252227783,28.482611245808204
352,South Delhi,Delhi,77.14380741119383,28.4812910042393
353,South Delhi,Delhi,77.14462280273438,28.48400691180523
354,South Delhi,Delhi,77.14552402496338,28.48970254664074
355,South Delhi,Delhi,77.1465539932251,28.489928856909753
356,South Delhi,Delhi,77.1483564376831,28.49271997700431
357,South Delhi,Delhi,77.14573860168457,28.493474321118473
358,South Delhi,Delhi,77.14367866516113,28.49800027259164
359,South Delhi,Delhi,77.14797019958496,28.499584309754162
360,South Delhi,Delhi,77.15269088745116,28.50094203696885
361,South Delhi,Delhi,77.15573787689209,28.501394608825034
362,South Delhi,Delhi,77.16050148010254,28.501507751485775
363,South Delhi,Delhi,77.16796875,28.502865453951983
364,South Delhi,Delhi,77.17294692993164,28.50456255746725
365,South Delhi,Delhi,77.17556476593018,28.507994394490268
366,South Delhi,Delhi,77.17316150665283,28.509201167791108
367,South Delhi,Delhi,77.17101573944092,28.510257083104467
368,South Delhi,Delhi,77.17298984527588,28.516215264256132
369,South Delhi,Delhi,77.17153072357178,28.516894023029266
370,South Delhi,Delhi,77.17002868652344,28.517648194319825
371,South Delhi,Delhi,77.17135906219482,28.519646722153674
372,South Delhi,Delhi,77.16895580291748,28.519986091042362
373,South Delhi,Delhi,77.16934204101562,28.522210815594185
374,South Delhi,Delhi,77.16844081878662,28.52236164267815
375,South Delhi,Delhi,77.1734619140625,28.536538425027654
376,South Delhi,Delhi,77.17908382415771,28.545435644024202
377,South Delhi,Delhi,77.18067169189453,28.54935621384717
378,South Delhi,Delhi,77.18260288238524,28.55139183676649
379,South Delhi,Delhi,77.1841049194336,28.549808577896517
380,South Delhi,Delhi,77.18831062316895,28.560476266727374
381,South Delhi,Delhi,77.19380378723145,28.558704675942085
382,South Delhi,Delhi,77.1971082687378,28.55855390088151
383,South Delhi,Delhi,77.20032691955566,28.55776232827053
384,South Delhi,Delhi,77.20045566558838,28.55629224905893
385,South Delhi,Delhi,77.20285892486572,28.55504831984616
386,South Delhi,Delhi,77.20715045928955,28.556970749707457
387,South Delhi,Delhi,77.20757961273192,28.563190135212427
388,South Delhi,Delhi,77.2089099884033,28.56940915322155
389,South Delhi,Delhi,77.20938205718994,28.573366518772037
390,South Delhi,Delhi,77.21139907836914,28.579999483345077
391,South Delhi,Delhi,77.21260070800781,28.584559403853593
392,South Delhi,Delhi,77.21272945404053,28.58928869928918
393,South Delhi,Delhi,77.21515417098998,28.58940174757279
394,South Delhi,Delhi,77.22408056259155,28.590626429520587
395,South Delhi,Delhi,77.23358631134032,28.59220907429087
396,South Delhi,Delhi,77.23465919494629,28.59251052773616
397,South Delhi,Delhi,77.23195552825928,28.59480908182973
398,South Delhi,Delhi,77.23191261291504,28.602326133132333
399,South Delhi,Delhi,77.23998069763184,28.607544421445567
400,South Delhi,Delhi,77.23955154418945,28.61308268218122
401,South Delhi,Delhi,77.24710464477539,28.612856636438657
402,South Delhi,Delhi,77.25013017654419,28.61310151930448
403,South Delhi,Delhi,77.24813461303711,28.620541918749836
404,South Delhi,Delhi,77.2402811050415,28.63014773064269
405,South Delhi,Delhi,77.25723266601562,28.614363598866465
406,South Delhi,Delhi,77.29381799697876,28.579735680241054
407,South Delhi,Delhi,77.29401111602783,28.574911735387047
408,South Delhi,Delhi,77.29851722717285,28.557121527035488
409,South Delhi,Delhi,77.3233652114868,28.535445070853633
410,South Delhi,Delhi,77.3358964920044,28.524548611147452
411,South Delhi,Delhi,77.34791278839111,28.511840936255435
412,South Delhi,Delhi,77.30662822723389,28.49060778480598
413,South Delhi,Delhi,77.2779607772827,28.498151134298183
414,South Delhi,Delhi,77.24238395690918,28.484648157565154
415,South Delhi,Delhi,77.22568988800047,28.46386226886912
416,South Delhi,Delhi,77.23980903625487,28.45348665672414
417,South Delhi,Delhi,77.24075317382812,28.428882954865486
418,South Delhi,Delhi,77.21916675567627,28.417522567066957
419,South Delhi,Delhi,77.19869613647461,28.408690061297328
420,South Delhi,Delhi,77.18552112579346,28.40895429224313
421,South Delhi,Delhi,77.18225955963133,28.40936951096915
422,South Delhi,Delhi,77.17878341674805,28.408010607267308
423,South Delhi,Delhi,77.17423439025879,28.40465102051764
424,South Delhi,Delhi,77.17238903045654,28.405405993112947
425,South Delhi,Delhi,77.17131614685059,28.408274839907964
426,South Delhi,Delhi,77.17045783996582,28.411030369596805
427,South Delhi,Delhi,77.16801166534424,28.413257389155437
428,South Delhi,Delhi,77.1641492843628,28.41484269657954
429,South Delhi,Delhi,77.16590881347656,28.421863058471775
430,South Delhi,Delhi,77.15972900390625,28.43050576788437
431,South Delhi,Delhi,77.15620994567871,28.431411513167834
432,South Delhi,Delhi,77.1518325805664,28.4346947748363
433,South Delhi,Delhi,77.1491289138794,28.43658166073238
434,South Delhi,Delhi,77.14698314666748,28.436657135468323
435,South Delhi,Delhi,77.14256286621094,28.435675959701623
436,South Delhi,Delhi,77.1344518661499,28.439600608174604
437,South Delhi,Delhi,77.12745666503906,28.443147761337123
438,South Delhi,Delhi,77.12642669677734,28.44601558544193
