,city,location,latitude,longitude,pincode
9524,Abhayapuri,Assam,26.3333,90.6667,783384
9525,Dhaligaon,Assam,26.3111,90.6167,783385
9526,Barghola Srijangram,Assam,26.3111,90.6167,783386
9527,Barabazar,Assam,26.3111,90.6167,783387
9528,Ashok Paper Mills,Assam,26.3111,90.6167,783388
9529,Patiladah,Assam,26.3095,90.2155,783391
9530,Manikpur,Assam,26.3095,90.2155,783392
9531,Sonitpur,Assam,26.7696,92.6559,784001
9532,Panchmile,Assam,26.7696,92.6559,784025
9533,Balipara,Assam,26.8333,92.7333,784101
9534,Lokra,Assam,26.85,92.75,784102
9535,Charduar,Assam,26.8667,92.7667,784103
9536,Salonibari,Assam,26.85,92.75,784104
9537,Dhekiajuli,Assam,26.7,92.5,784110
9538,Darrangpanbari,Assam,26.6333,92.35,784111
9539,Alisinga,Assam,26.6333,92.35,784112
9540,Kharupatiaghat,Assam,26.6333,92.35,784115
9541,Dalgaon,Assam,26.5667,92.2,784116
9542,Sirajuli,Assam,26.6333,92.35,784117
9543,Barsola,Assam,26.6333,92.35,784118
9544,Batasipur,Assam,26.6333,92.35,784119
9545,Singri,Assam,26.6,92.4833,784120
9546,Mangaldai H O,Assam,26.6,92.4833,784125
9547,Patharighat,Assam,26.8111,93.0611,784144
9548,Sipajhar,Assam,26.8111,93.0611,784145
9549,Deomarnai,Assam,26.8111,93.0611,784147
9550,Thelamara,Assam,26.8111,93.0611,784149
9551,Bandarmari,Assam,26.8111,93.0611,784151
9552,Khelmati,Assam,26.8111,93.0611,784152
9553,Ketekibari,Assam,26.8111,93.0611,784154
9554,Laluk,Assam,27.1167,93.9333,784160
9555,Badati,Assam,26.9333,93.9667,784162
9556,Pathalipahar,Assam,26.9333,93.7167,784163
9557,Dikrong,Assam,26.9333,93.7167,784164
9558,Dholepur,Assam,26.9333,93.7167,784165
9559,Behali,Assam,26.8,93.3333,784166
9560,North Bongaigaon Borgong,Assam,26.9333,93.7167,784167
9561,Gohpur,Assam,26.8833,93.6333,784168
9562,Halem,Assam,26.8111,93.0611,784170
9563,Tetonbari,Assam,26.8111,93.0611,784171
9564,Barangabari,Assam,26.8111,93.0611,784172
9565,Mijikajan,Assam,26.8111,93.0611,784173
9566,Paboi,Assam,26.8111,93.0611,784174
9567,Sootea,Assam,26.8111,93.0611,784175
9568,Charali,Assam,26.8111,93.0611,784176
9569,Kalabari,Assam,26.8111,93.0611,784178
9570,Bedeti,Assam,26.8111,93.0611,784179
9571,Jamugurihat,Assam,26.8111,93.0611,784180
9572,Bakola,Assam,26.8111,93.0611,784181
9573,Naharbari,Assam,26.8111,93.0611,784182
9574,Nagsankar,Assam,26.8111,93.0611,784183
9575,Gingia,Assam,26.8111,93.0611,784184
9576,Rangachakua,Assam,26.8111,93.0611,784185
9577,Karsontala,Assam,26.8111,93.0611,784189
9578,Thakurbari,Assam,26.7667,92.3933,784503
9579,Barjuli,Assam,26.7667,92.3933,784504
9580,Rangapara,Assam,26.8167,92.65,784505
9581,Missamari,Assam,26.8,92.6,784506
9582,Mazbat,Assam,26.75,92.35,784507
9583,Rowta,Assam,26.7,92.2333,784508
9584,Udalguri,Assam,26.7667,92.1333,784509
9585,Harisinga,Assam,26.7229,92.2,784510
9586,Lalpur Bazar,Assam,26.7229,92.2,784514
9587,Tangla,Assam,26.65,91.8778,784521
9588,Khoirabari,Assam,26.6333,91.8333,784522
9589,Panerihat,Assam,26.65,91.8778,784523
9590,Hatigarh,Assam,26.65,91.8778,784524
9591,Kalaigaon,Assam,26.5833,91.9667,784525
9592,Dimakuchi,Assam,26.7333,91.8333,784526
9593,Atterikhat,Assam,26.65,91.8778,784527
9594,Tarajan,Assam,26.6843,94.2648,785001
9595,Barbheta,Assam,26.6843,94.2648,785004
9596,Jorhat Air Field,Assam,26.6843,94.2648,785005
9597,Jorhat Research Laborator,Assam,26.6843,94.2648,785006
9598,Jorhat Engineering Colleg,Assam,26.6843,94.2648,785007
9599,Chinnamara,Assam,26.6843,94.2648,785008
9600,No-Ali Dhekiajuli,Assam,26.6843,94.2648,785009
9601,Chengligaon,Assam,26.6843,94.2648,785010
9602,Konwaripukhuri,Arunachal Pradesh,26.6843,94.2648,785011
9603,Assam Agricultural Unver,Assam,26.6843,94.2648,785013
9604,Rajabari,Assam,26.6843,94.2648,785014
9605,Korokatoli,Arunachal Pradesh,26.6843,94.2648,785015
9606,Bahana,Assam,26.8333,94.1333,785101
9607,Dakhinpatsatra,Assam,26.8333,94.1333,785102
9608,Fulanibari,Assam,26.8333,94.1333,785103
9609,Garmursatra,Assam,26.8333,94.1333,785104
9610,Jengraimukh,Assam,26.8333,94.1333,785105
9611,Kamalabari,Assam,26.8333,94.1333,785106
9612,Kakajan,Assam,26.8333,94.1333,785107
9613,Kokilamukh,Assam,26.8333,94.1333,785108
9614,Kaziranga Sanctuary,Assam,26.8333,94.1333,785109
9615,Majulibangaon,Assam,26.8333,94.4167,785110
9616,Neamatighat,Assam,26.8333,94.4167,785111
9617,Teok,Assam,26.8333,94.4167,785112
9618,Dhekiakhowa,Assam,26.8333,94.4167,785113
9619,Sarupathar,Assam,26.2083,93.8417,785601
9620,Barpathar,Assam,26.3,93.8667,785602
9621,Oating,Assam,26.2083,93.8417,785603
9622,Naojan,Assam,26.1167,93.8167,785604
9623,Furkating,Assam,26.4667,93.9833,785610
9624,Bedlipar,Assam,26.5958,93.875,785611
9625,Letekujan,Assam,26.5833,93.8,785613
9626,Dergaon Charali,Assam,26.7,93.9667,785614
9627,Numaligarh,Assam,26.6333,93.75,785615
9628,Gatonga,Assam,26.5958,93.875,785616
9629,Dohatia,Assam,26.5958,93.875,785617
9630,Baruabamungaon,Assam,26.5958,93.875,785618
9631,Kamargaon Charali,Assam,26.5958,93.875,785619
9632,Negheriting,Assam,26.5167,93.9667,785620
9633,Golaghat,Assam,26.5167,93.9667,785621
9634,Dhekhial,Assam,26.5167,93.9667,785622
9635,Kamarbandha Ali,Assam,26.5167,93.9667,785625
9636,Moheema,Assam,26.5167,93.9667,785626
9637,Titabar,Assam,26.6,94.2,785630
9638,Barhalla,Assam,26.45,94.15,785631
9639,Puranaitambar,Assam,26.6125,94.2667,785632
9640,Kharikatia,Assam,26.6125,94.2667,785633
9641,Mariani,Assam,26.6667,94.3333,785634
9642,Nakachari,Assam,26.7333,94.3833,785635
9643,Selenghat,Assam,26.6125,94.2667,785636
9644,Sibsagar H O,Assam,26.6656,94.2635,785640
9645,Charing,Assam,27.1833,94.9333,785661
9646,Demow,Assam,27.1833,94.9333,785662
9647,Desangmukh,Assam,27.1833,94.9333,785663
9648,Gauri Sagar,Assam,27.1833,94.9333,785664
9649,Joynagar,Assam,27.1833,94.9333,785665
9650,Kaloogaon,Assam,27.1833,94.9333,785666
9651,Mechagarh,Assam,27.1833,94.9333,785668
9652,Moran,Assam,27.1833,94.9333,785669
9653,Moranhat,Assam,26.6656,94.2635,785670
9654,Netaipukhuri,Assam,26.6656,94.2635,785671
9655,Rajmai,Assam,26.6656,94.2635,785672
9656,Sepon,Assam,26.6656,94.2635,785673
9657,Nemuguri,Assam,26.6656,94.2635,785674
9658,Khowang,Arunachal Pradesh,26.6656,94.2635,785675
9659,Khowangghat,Arunachal Pradesh,26.6656,94.2635,785676
9660,Amguri,Assam,26.8,94.5333,785680
9661,Amguri Haloating,Assam,26.8778,94.6778,785681
9662,Tamulichiga,Assam,26.8778,94.6778,785682
9663,Jhanji,Assam,26.8778,94.6778,785683
9664,Namtidol,Assam,26.8778,94.6778,785684
9665,Nazira,Assam,26.9167,94.7333,785685
9666,Simaluguri,Assam,26.9167,94.7667,785686
9667,Santak,Assam,26.8778,94.6778,785687
9668,Lakwah,Assam,26.8778,94.6778,785688
9669,Suffry,Assam,26.8778,94.6778,785689
9670,Sonari,Assam,27.0667,95.0333,785690
9671,Sapekhati,Assam,27.0667,95.0333,785692
9672,Teokghat,Assam,27.0667,95.0333,785694
9673,Towkok,Assam,27.0667,95.0333,785695
9674,Galeki,Assam,27.0667,95.0333,785696
9675,Hahchara,Arunachal Pradesh,26.6843,94.2648,785701
9676,Dibrugarh H O,Arunachal Pradesh,27.25,95.5792,786001
9677,Assam Medical College,Arunachal Pradesh,27.25,95.5792,786002
9678,Revenue Building,Arunachal Pradesh,27.25,95.5792,786003
9679,Dibrugarh University,Arunachal Pradesh,27.25,95.5792,786004
9680,Jalan Nagar,Arunachal Pradesh,27.25,95.5792,786005
9681,Barbarua,Arunachal Pradesh,27.25,95.5792,786007
9682,Mohanaghat,Arunachal Pradesh,27.25,95.5792,786008
9683,Lahoal,Arunachal Pradesh,27.25,95.5792,786010
9684,Mohanbari Air Field,Arunachal Pradesh,27.25,95.5792,786012
9685,Tinthengia,Arunachal Pradesh,27.25,95.5792,786052
9686,Kotona,Arunachal Pradesh,27.25,95.5792,786053
9687,Lezai,Arunachal Pradesh,27.25,95.5792,786054
9688,Dikom,Arunachal Pradesh,27.3833,95.1667,786101
9689,Chabua Air Field,Arunachal Pradesh,27.3833,95.1667,786102
9690,Tengakhat,Assam,27.3833,95.1667,786103
9691,Sissibargaon,Assam,27.3278,95.5833,786110
9692,Parbatia,Arunachal Pradesh,27.3278,95.5833,786125
9693,Sripuria,Arunachal Pradesh,27.3278,95.5833,786145
9694,Sukhanpukhuri,Arunachal Pradesh,27.3278,95.5833,786146
9695,Rangagorah,Arunachal Pradesh,27.3278,95.5833,786147
9696,Mankhooli,Arunachal Pradesh,27.3278,95.5833,786148
9697,Barhapjan,Arunachal Pradesh,27.3278,95.5833,786150
9698,Netaji Road,Arunachal Pradesh,27.3278,95.5833,786151
9699,Kakapathar,Arunachal Pradesh,27.3278,95.5833,786152
9700,Rupai Siding,Arunachal Pradesh,27.3278,95.5833,786153
9701,Saikhowaghat,Arunachal Pradesh,27.3278,95.5833,786154
9702,Sadiya,Arunachal Pradesh,27.3278,95.5833,786155
9703,Chapakhowa,Arunachal Pradesh,27.3278,95.5833,786157
9704,Kundil,Arunachal Pradesh,27.3278,95.5833,786158
9705,Talap,Arunachal Pradesh,27.3278,95.5833,786159
9706,Makum Junction,Arunachal Pradesh,27.3278,95.5833,786170
9707,Digboi,Arunachal Pradesh,27.3278,95.5833,786171
9708,Powai,Arunachal Pradesh,27.3278,95.5833,786172
9709,Jubilee Digboi,Arunachal Pradesh,27.3278,95.5833,786173
9710,Lekhapani,Arunachal Pradesh,27.3167,95.9,786180
9711,Margherita,Arunachal Pradesh,27.2833,95.6833,786181
9712,Ledo,Arunachal Pradesh,27.3,95.7917,786182
9713,Panitola,Arunachal Pradesh,27.3,95.7917,786183
9714,Chabua,Arunachal Pradesh,27.3,95.7917,786184
9715,Dinjan,Arunachal Pradesh,27.3,95.7917,786185
9716,Hatibandha,Assam,27.3,95.7917,786186
9717,Hoogrijan,Arunachal Pradesh,27.0167,95.5667,786601
9718,Duliajan,Arunachal Pradesh,27.0167,95.5667,786602
9719,Naharkatia,Arunachal Pradesh,27.0167,95.5667,786610
9720,Rajgarh,Arunachal Pradesh,27.0167,95.5667,786611
9721,Tingkong,Arunachal Pradesh,27.0167,95.5667,786612
9722,Bamunbari,Arunachal Pradesh,27.0167,95.5667,786613
9723,Jeypore,Arunachal Pradesh,27.0167,95.5667,786614
9724,Kowarigaon,Arunachal Pradesh,27.0167,95.5667,786615
9725,Lengri Bazar,Arunachal Pradesh,27.0167,95.5667,786616
9726,Namrup,Arunachal Pradesh,27.0167,95.5667,786621
9727,Namrup T P S,Arunachal Pradesh,27.0167,95.5667,786622
9728,Parbatpur,Arunachal Pradesh,27.0167,95.5667,786623
9729,Barbam,Arunachal Pradesh,27.0167,95.5667,786624
9730,Khonsa,Arunachal Pradesh,27.0167,95.5667,786630
9731,Longding,Arunachal Pradesh,27.0167,95.5667,786631
9732,North Lakhimpur H O,Assam,27.3722,94.45,787001
9733,Nowboicha,Assam,27.3722,94.45,787028
9734,Moinapara,Assam,27.3722,94.45,787029
9735,Baginadi,Assam,27.3722,94.45,787030
9736,Maidamia,Assam,27.3722,94.45,787032
9737,Lilabari Air Field,Assam,27.3722,94.45,787051
9738,Panigaon,Assam,27.3722,94.45,787052
9739,Ghilamara,Assam,27.3722,94.45,787053
9740,Islamgaon,Assam,27.3722,94.45,787054
9741,Dhakuakhana,Assam,27.2,94.4667,787055
9742,Pathalipam,Assam,27.4333,94.3,787056
9743,Dhemaji,Assam,27.4833,94.5833,787057
9744,Machkhowa,Assam,27.3722,94.45,787058
9745,Silapathar,Assam,27.3722,94.45,787059
9746,Jonai,Assam,27.3722,94.45,787060
9747,Dewanji Bazar,Assam,24.8667,92.7667,788001
9748,Malugram,Assam,24.8667,92.7667,788002
9749,Tarapur,Assam,24.8667,92.7667,788003
9750,Gurucharan College,Assam,24.8667,92.7667,788004
9751,Rangirkhari,Assam,24.8667,92.7667,788005
9752,Link Road,Assam,24.8667,92.7667,788006
9753,Vivekananda Road,Assam,24.8667,92.7667,788007
9754,Rongpur,Assam,24.8667,92.7667,788009
9755,Engineering College,Assam,24.8667,92.7667,788010
9756,Kanakpur,Assam,24.8667,92.7667,788011
9757,Sonabarighat,Assam,24.8667,92.7667,788013
9758,Silchar Regional,Assam,24.8667,92.7667,788014
9759,Meherpur,Assam,24.8667,92.7667,788015
9760,Barkhola,Assam,24.8667,92.7667,788019
9761,Arunachal,Assam,24.8667,92.7667,788025
9762,Udarbond,Assam,24.8667,92.7667,788030
9763,Pailapool,Assam,24.8667,92.7667,788098
9764,Matinagar,Assam,24.8667,92.7667,788099
9765,Bankandi,Assam,24.7833,93.1,788101
9766,Dewan,Assam,24.7833,93.1,788102
9767,Lakhipur (Cachar),Assam,24.7833,93.1,788103
9768,Jirighat,Assam,24.7833,93.1,788104
9769,Fulertal,Assam,24.7833,93.1,788106
9770,Joypur Raja Bazar,Assam,24.7833,93.1,788107
9771,Dalu,Assam,24.9333,92.7667,788111
9772,Derby,Assam,24.7667,92.7889,788112
9773,Dwarband,Assam,24.65,92.7,788113
9774,Dholai Bazar,Assam,24.7667,92.7889,788114
9775,Narsingpur,Assam,24.7667,92.7889,788115
9776,Palonghat,Assam,24.7667,92.7889,788116
9777,Rosekandi,Assam,24.7667,92.7889,788117
9778,Sonaimukh,Assam,24.7167,92.9,788119
9779,Kabuganjbazar,Assam,24.7194,92.7722,788121
9780,Manierkhal,Assam,24.7194,92.7722,788122
9781,Bekirpar,Assam,24.7194,92.7722,788123
9782,Irongmara,Assam,24.7194,92.7722,788124
9783,Laboc,Assam,24.7194,92.7722,788125
9784,Chiparsangam,Assam,24.7194,92.7722,788145
9785,Kalibari Bazar,Assam,24.6833,92.5667,788150
9786,Hailakandi,Assam,24.6833,92.5667,788151
9787,Lakshmishahar,Assam,24.6833,92.5667,788152
9788,Ratanpur Road,Assam,24.6833,92.5667,788155
9789,Anilgarh,Assam,24.6833,92.5667,788156
9790,Jaffirband,Assam,24.55,92.6,788160
9791,Katlacherra,Assam,24.55,92.6,788161
9792,Lala,Assam,24.55,92.6,788163
9793,Monacherra,Assam,24.55,92.6,788164
9794,Manipurbagan,Assam,24.55,92.6,788165
9795,Ramkrishnanagar,Assam,24.55,92.6,788166
9796,Vernerpur,Assam,24.55,92.6,788167
9797,Lalamukh,Assam,24.55,92.6,788169
9798,Srigauri,Assam,24.75,92.35,788702
9799,Rajartilla,Assam,24.75,92.35,788705
9800,Mahakhal,Assam,24.75,92.35,788706
9801,Chargola Bazar,Assam,24.75,92.35,788708
9802,Char Bazar,Assam,24.75,92.35,788710
9803,Karimganj Bazar,Assam,24.75,92.35,788711
9804,Sadarasi,Assam,24.75,92.35,788716
9805,Kayasthagram,Assam,24.75,92.35,788719
9806,Kaliganj Bazar,Assam,24.75,92.35,788720
9807,Latu,Assam,24.75,92.35,788721
9808,Nilambazar,Assam,24.75,92.35,788722
9809,Baroigram,Assam,24.75,92.35,788723
9810,Patherkandi,Assam,24.75,92.35,788724
9811,Chandkhira,Assam,24.75,92.35,788725
9812,Hatikhira,Assam,24.75,92.35,788726
9813,Bazaricherra,Assam,24.75,92.35,788727
9814,Lakhi Cherra,Assam,24.75,92.35,788729
9815,Kanai Bazar,Assam,24.75,92.35,788731
9816,Bazarghat,Assam,24.75,92.35,788733
9817,Anipur,Assam,24.75,92.35,788734
9818,Retabari,Assam,24.75,92.35,788735
9819,Dullavcherra,Assam,24.75,92.35,788736
9820,Olivacherra,Assam,24.75,92.35,788737
9821,Mahishasan,Assam,24.75,92.35,788781
9822,Manikganj,Assam,24.75,92.35,788790
9823,Kalinagar,Assam,24.9,92.6,788801
9824,Panchgram,Assam,24.9,92.6,788802
9825,Badarpurghat,Assam,24.9,92.6,788803
9826,Katigorah,Assam,24.9,92.6,788805
9827,Badarpur,Assam,24.9,92.6,788806
9828,Hilara Colony,Assam,24.9,92.6,788808
9829,Kalaincherra,Assam,25.075,92.8,788812
9830,Salchopra,Assam,25.075,92.8,788814
9831,Kalain,Assam,24.9667,92.5667,788815
9832,Jalalpur,Assam,25.075,92.8,788816
9833,Behara Bazar,Assam,25.075,92.8,788817
9834,Harangajao,Assam,25.075,92.8,788818
9835,Haflong,Assam,25.1833,93.0333,788819
9836,Mahur,Assam,25.1667,93.1167,788830
9837,Maibong,Assam,25.3,93.1667,788831
9838,Langting,Assam,25.5,93.1167,788832
9839,Khejurbond,Assam,25.3222,93.1333,788834
9840,Bomdila,Arunachal Pradesh,27.25,92.4,790001
9841,Kalaktang,Arunachal Pradesh,27.1,92.1333,790002
9842,Dirang,Arunachal Pradesh,27.3333,92.2667,790101
9843,Seppa,Arunachal Pradesh,27.4583,92.0667,790102
9844,Seijussa,Arunachal Pradesh,27.4583,92.0667,790103
9845,Towang,Arunachal Pradesh,27.5833,91.8667,790104
9846,Bhalukpong,Arunachal Pradesh,27.4583,92.0667,790114
9847,Tenga Valley,Arunachal Pradesh,27.4583,92.0667,790115
9848,Along,Arunachal Pradesh,28.1667,94.7667,791001
9849,Yingkiong,Arunachal Pradesh,28.1667,94.7667,791002
9850,Basar,Arunachal Pradesh,27.9833,94.6667,791101
9851,Pasighat,Arunachal Pradesh,28.0667,95.3333,791102
9852,Hill Top,Arunachal Pradesh,28.025,95.0,791103
9853,Mebo,Arunachal Pradesh,28.025,95.0,791104
9854,Itanagar,Arunachal Pradesh,27.15,93.75,791111
9855,Doimukh,Arunachal Pradesh,27.15,93.75,791112
9856,Banderdewa,Arunachal Pradesh,27.15,93.75,791113
9857,Zero,Arunachal Pradesh,27.6333,93.8333,791120
9858,Kimin,Arunachal Pradesh,27.6333,93.8333,791121
9859,Daporizo,Arunachal Pradesh,27.6333,93.8333,791122
9860,Tezu,Arunachal Pradesh,27.9167,96.1667,792001
9861,Mechuka,Arunachal Pradesh,28.9667,94.8667,792051
9862,Tuting,Arunachal Pradesh,28.9667,94.8667,792055
9863,Anini,Arunachal Pradesh,28.0833,96.55,792101
9864,Hayuliang,Arunachal Pradesh,28.0833,96.55,792102
9865,Namsai,Arunachal Pradesh,28.0833,96.55,792103
9866,Chowkham,Arunachal Pradesh,28.0833,96.55,792104
9867,Roing,Arunachal Pradesh,27.8333,95.8667,792110
9868,Sunpura,Arunachal Pradesh,27.8333,95.8667,792111
9869,Changlong,Arunachal Pradesh,27.3917,96.1417,792120
9870,Jairampur,Arunachal Pradesh,27.3917,96.1417,792121
9871,Miao,Arunachal Pradesh,27.4833,96.1833,792122
9872,Nampong,Arunachal Pradesh,27.3,96.1,792123
9873,Oakland,Meghalaya,25.4643,91.7571,793001
9874,Barabazar,Meghalaya,25.4643,91.7571,793002
9875,Laitumkhrah,Meghalaya,25.4643,91.7571,793003
9876,Bishnupur,Meghalaya,25.4643,91.7571,793004
9877,Upper Shillong,Meghalaya,25.4643,91.7571,793005
9878,Umpling,Meghalaya,25.4643,91.7571,793006
9879,Happy Valley,Meghalaya,25.4643,91.7571,793007
9880,Phudmawri Mawlai,Meghalaya,25.4643,91.7571,793008
9881,Nonglyer,Meghalaya,25.4643,91.7571,793009
9882,Laitkor Peak,Meghalaya,25.4643,91.7571,793010
9883,Assam Rifles,Meghalaya,25.4643,91.7571,793011
9884,Mawpat,Meghalaya,25.4643,91.7571,793012
9885,Rilbong,Meghalaya,25.4643,91.7571,793013
9886,Nongthymmai,Meghalaya,25.4643,91.7571,793014
9887,Madan Ritting,Meghalaya,25.4643,91.7571,793021
9888,Governors Camp,Meghalaya,25.4643,91.7571,793025
9889,Burnihat,Meghalaya,25.6,91.7917,793101
9890,Nongpoh,Meghalaya,25.9,91.8833,793102
9891,Barapani,Meghalaya,25.6,91.7917,793103
9892,Sumer,Meghalaya,25.6,91.7917,793104
9893,Nayabunglow,Meghalaya,25.6,91.7917,793105
9894,Balat,Meghalaya,25.6,91.7917,793106
9895,Bholaganjbazar,Meghalaya,25.6,91.7917,793107
9896,Cherrapunjee,Meghalaya,25.3,91.7,793108
9897,Dawki,Meghalaya,25.6,91.7917,793109
9898,Pynursla,Meghalaya,25.3167,91.9,793110
9899,Cherrabazar,Meghalaya,25.3778,91.5833,793111
9900,Shella,Meghalaya,25.3778,91.5833,793112
9901,Mawsynram,Meghalaya,25.3,91.5833,793113
9902,Nongstoin,Meghalaya,25.5167,91.2667,793119
9903,Moirang,Meghalaya,25.4667,91.7667,793120
9904,Mawphlang,Meghalaya,25.4667,91.7667,793121
9905,Union Christian College,Meghalaya,25.4667,91.7667,793122
9906,Jowai,Meghalaya,25.45,92.2,793150
9907,Tura H O,Meghalaya,25.45,90.3667,794001
9908,Lower Chandmari,Meghalaya,25.45,90.3667,794002
9909,Dobasipara,Meghalaya,25.45,90.3667,794005
9910,Araimail,Meghalaya,25.3,89.85,794101
9911,Bagmara,Meghalaya,25.3,89.85,794102
9912,Barengapara,Meghalaya,25.3,89.85,794103
9913,Fulbari,Meghalaya,25.3,89.85,794104
9914,Garobandha,Meghalaya,25.3,89.85,794105
9915,Mahendraganj,Meghalaya,25.3,89.85,794106
9916,Nangalbibra,Meghalaya,25.3,89.85,794107
9917,Resubelpara,Meghalaya,25.3,89.85,794108
9918,Tikrikilla,Meghalaya,25.3,89.85,794109
9919,Rongjeng,Meghalaya,25.6,90.8833,794110
9920,Simsanggiri,Meghalaya,25.6,90.8833,794111
9921,Mandipathar,Meghalaya,25.6,90.8833,794112
9922,D M College,Manipur,24.8512,93.8464,795001
9923,Mantripukhri,Manipur,24.8512,93.8464,795002
9924,J N University,Manipur,24.8512,93.8464,795003
9925,Lamphelpat,Manipur,24.8512,93.8464,795004
9926,Samdol,Manipur,24.8512,93.8464,795010
9927,Swombung,Manipur,24.8512,93.8464,795011
9928,Sugnu,Manipur,25.3583,94.075,795101
9929,Chakpikarong,Manipur,25.3583,94.075,795102
9930,Kakching Bazar,Manipur,25.3583,94.075,795103
9931,Tadubi,Manipur,25.3583,94.075,795104
9932,Maram,Manipur,25.4167,94.1,795105
9933,Karong,Manipur,25.3,94.05,795106
9934,Gulerthal,Manipur,24.8512,93.8464,795115
9935,Jiribam,Manipur,24.8512,93.8464,795116
9936,Hiyangthang,Manipur,24.6944,93.7944,795120
9937,K K Prampat,Manipur,24.6944,93.7944,795121
9938,Kalapahar,Manipur,25.1167,93.95,795122
9939,Wongoi,Manipur,24.6944,93.7944,795123
9940,Loktak Project,Manipur,24.6944,93.7944,795124
9941,Tamel,Manipur,24.6944,93.7944,795125
9942,Bishenpur,Manipur,24.6333,93.7667,795126
9943,Chendel,Manipur,24.6944,93.7944,795127
9944,Churachandpur,Manipur,24.3333,93.6667,795128
9945,Kongpokpi,Manipur,24.6944,93.7944,795129
9946,Lilong,Manipur,24.5833,93.8889,795130
9947,Moreh,Manipur,24.5833,93.8889,795131
9948,Mayang Imphal,Manipur,24.6167,93.8833,795132
9949,Moirang,Manipur,24.5,93.7667,795133
9950,Nambol,Manipur,24.5833,93.8889,795134
9951,Parrel,Manipur,24.5833,93.8889,795135
9952,Sekmai,Manipur,24.5833,93.8889,795136
9953,Singjamaibazar,Manipur,24.5833,93.8889,795137
9954,Thoubal,Manipur,24.6333,94.0167,795138
9955,Thingat,Manipur,24.5833,93.8889,795139
9956,Tulihal,Manipur,24.75,93.8833,795140
9957,Tamenglong,Manipur,24.9667,93.55,795141
9958,Ukhrul,Manipur,25.1167,94.3667,795142
9959,Thanlon,Manipur,24.2833,93.2833,795143
9960,Tengnoupal,Manipur,24.7733,93.7033,795144
9961,Tusen,Manipur,24.7733,93.7033,795145
9962,Lumsung,Manipur,24.7733,93.7033,795146
9963,Nungba,Manipur,24.75,93.4333,795147
9964,Mao,Manipur,25.5,94.1333,795150
9965,Kangla Tongbi,Manipur,25.5,94.1333,795151
9966,Ching Kompong,Manipur,25.5,94.1333,795158
9967,Aizawl H O,Mizoram,23.75,92.75,796001
9968,Kulikawn,Mizoram,23.75,92.75,796005
9969,Chandmari,Mizoram,23.75,92.75,796007
9970,Vaivakaan,Mizoram,23.75,92.75,796009
9971,Ramhlun,Mizoram,23.75,92.75,796012
9972,Tlaingnuam,Mizoram,23.75,92.75,796015
9973,Zemabawk,Mizoram,23.75,92.75,796017
9974,Dustlang,Mizoram,23.75,92.75,796025
9975,Sihphir,Mizoram,23.75,92.75,796031
9976,Kawnpur,Mizoram,23.75,92.75,796070
9977,Kolasib,Mizoram,23.75,92.75,796081
9978,Vairengte,Mizoram,23.6583,92.8667,796101
9979,Darlawn,Mizoram,24.0167,92.9,796111
9980,Thingsulthliah,Mizoram,23.6583,92.8667,796161
9981,Serchhip,Mizoram,23.3,92.8333,796181
9982,Aibawk,Mizoram,23.6583,92.8667,796190
9983,Sialsuk,Mizoram,23.4,92.75,796230
9984,Saitual,Mizoram,23.9667,92.5833,796261
9985,Ngopa,Mizoram,23.6833,92.6667,796290
9986,Khawzawl,Mizoram,23.6167,92.6,796310
9987,Champai,Mizoram,23.6167,92.6,796321
9988,Lungdar,Mizoram,23.6167,92.6,796370
9989,Sairang,Mizoram,23.8,92.6667,796410
9990,Mumit,Mizoram,23.8,92.6667,796441
9991,Lakhicherra,Mizoram,23.8,92.6667,796471
9992,Hnahthial,Mizoram,23.4056,92.6931,796571
9993,Deomali,Mizoram,23.8333,92.4833,796629
9994,Zotlang,Mizoram,23.8333,92.4833,796691
9995,Lunglei,Mizoram,22.8833,92.7333,796701
9996,Bunghmun,Mizoram,22.9,92.5944,796710
9997,Lungsen,Mizoram,22.9,92.5833,796730
9998,Demagiri,Mizoram,22.9167,92.4667,796751
9999,Chawngte,Mizoram,22.9,92.5944,796770
10000,Saiha,Mizoram,22.4833,92.9667,796901
10001,Kohima H O,Nagaland,25.8583,94.2,797001
10002,Birema,Nagaland,25.7778,94.1778,797101
10003,Chizami,Nagaland,25.6333,94.4,797102
10004,Chumukhedima,Nagaland,25.7778,94.1778,797103
10005,Chazouba,Nagaland,25.7778,94.1778,797104
10006,Cheichema,Nagaland,25.7778,94.1778,797105
10007,Ghaspani,Nagaland,25.7667,93.9,797106
10008,Pfutserro,Nagaland,25.7778,94.1778,797107
10009,Phek,Nagaland,25.7778,94.1778,797108
10010,Tseminyu,Nagaland,25.9333,94.2333,797109
10011,Zalukei,Nagaland,26.1,94.2667,797110
10012,Wokha,Nagaland,26.1,94.2667,797111
10013,Dimapur,Nagaland,26.1,94.2667,797112
10014,Piphema,Nagaland,25.8583,94.2,797121
10015,Pherima,Nagaland,25.8583,94.2,797122
10016,Rangapahar,Nagaland,25.8583,94.2,797123
10017,Sugar Mill Project,Nagaland,25.8583,94.2,797124
10018,Zakhama,Nagaland,25.8583,94.2,797125
10019,Zubza,Nagaland,25.8583,94.2,797126
10020,Viswama,Nagaland,25.8583,94.2,797127
10021,Mokokchung,Nagaland,26.3333,94.5333,798601
10022,Kiphira,Nagaland,26.2833,94.8333,798611
