,city,location,latitude,longitude,pincode
1537,Beerwah,Jammu and Kashmir,34.05,74.3833,193411
1538,Sumbal,Jammu and Kashmir,34.2333,74.6333,193501
1539,Bandipora,Jammu and Kashmir,34.2333,74.6333,193502
1540,Safapora,Jammu and Kashmir,34.2333,74.6333,193504
1541,Alusa,Jammu and Kashmir,34.2333,74.6333,193508
1542,Leh H O,Jammu and Kashmir,34.5667,76.1,194101
1543,Drass,Jammu and Kashmir,34.5667,76.1,194102
1544,Kargil,Jammu and Kashmir,34.5667,76.1,194103
1545,Choglamsar,Jammu and Kashmir,34.5667,76.1,194104
1546,Baroo,Jammu and Kashmir,34.5667,76.1,194105
1547,Khaltsi,Jammu and Kashmir,34.5667,76.1,194106
1548,Mulbith,Jammu and Kashmir,34.5667,76.1,194109
1549,Thiksay,Jammu and Kashmir,34.5667,76.1,194201
1550,Sankoo,Jammu and Kashmir,34.5667,76.1,194301
1551,Padam Zanskar,Jammu and Kashmir,34.5667,76.1,194302
1552,Diskit,Jammu and Kashmir,34.5667,76.1,194401
1553,Dasna Gate,Uttar Pradesh,27.2384,78.7478,201009
1554,Chandra Nagar,Uttar Pradesh,27.2384,78.7478,201011
1555,Harmukhpur,Uttar Pradesh,27.2384,78.7478,201201
1556,Estate,Uttar Pradesh,27.2384,78.7478,201303
1557,Maharishi Nagar,Uttar Pradesh,27.2384,78.7478,201304
1558,Darwaza,Uttar Pradesh,27.225,77.6571,202001
1559,Kalai,Uttar Pradesh,20.35,72.8167,202118
1560,Akradbad,Uttar Pradesh,27.7167,77.9333,202121
1561,Iglas,Uttar Pradesh,27.7167,77.9333,202124
1562,Jalali Aligarh,Uttar Pradesh,27.7167,77.9333,202128
1563,Chandaus,Uttar Pradesh,28.0833,77.85,202132
1564,Dadon,Uttar Pradesh,27.95,78.4667,202133
1565,Gangiri,Uttar Pradesh,27.85,78.4667,202134
1566,Gabhana,Uttar Pradesh,27.9611,78.2611,202136
1567,K G Works,Uttar Pradesh,27.9611,78.2611,202139
1568,Lodha,Uttar Pradesh,26.6667,77.1861,202140
1569,Dayal Nagar,Uttar Pradesh,26.6667,77.1861,202141
1570,Pali Razapur,Uttar Pradesh,26.6667,77.1861,202150
1571,Tappal,Uttar Pradesh,28.05,77.5833,202165
1572,Narora,Uttar Pradesh,27.5,78.4333,202389
1573,Danpur,Uttar Pradesh,23.5167,74.7167,202392
1574,Jahangirabad Bulandshahr,Uttar Pradesh,26.4,77.0667,202394
1575,Pahasu,Uttar Pradesh,28.1833,78.05,202396
1576,Narora,Uttar Pradesh,27.5,78.4333,202397
1577,Unchagaon,Uttar Pradesh,26.4,77.0667,202398
1578,Bahjoi,Uttar Pradesh,28.4,78.6167,202410
1579,Chandausi,Uttar Pradesh,28.45,78.7667,202412
1580,Narauli,Uttar Pradesh,28.5,78.7167,202414
1581,Raja-Ka-Sahaspur,Uttar Pradesh,28.45,78.7,202415
1582,Babrala,Uttar Pradesh,28.2667,78.4,202521
1583,Islam Nagar,Uttar Pradesh,28.3,78.3917,202523
1584,Saidpur (Badaun),Uttar Pradesh,28.3,78.3917,202525
1585,Wazirganj (Badaun),Uttar Pradesh,28.3,78.3917,202526
1586,Rajpura,Uttar Pradesh,28.3333,78.3833,202527
1587,Tehsil,Uttar Pradesh,28.8348,77.4664,203001
1588,Agricultural School Buland,Uttar Pradesh,29.5878,77.2992,203121
1589,G D Road,Uttar Pradesh,29.5878,77.2992,203131
1590,Jahangirpur,Uttar Pradesh,29.5878,77.2992,203141
1591,Panninagar,Uttar Pradesh,29.5878,77.2992,203145
1592,Thora,Uttar Pradesh,29.5878,77.2992,203155
1593,Dankaur,Uttar Pradesh,28.35,77.55,203201
1594,Kakore,Uttar Pradesh,28.4583,77.55,203203
1595,Dadri,Uttar Pradesh,28.5667,77.55,203207
1596,Kanya Gurkul,Uttar Pradesh,27.2384,78.7478,204101
1597,Kanth (Moradabad),Uttar Pradesh,27.2384,78.7478,204104
1598,Hasayan,Uttar Pradesh,27.2384,78.7478,204212
1599,Najmandi,Uttar Pradesh,27.2384,78.7478,204215
1600,Gandhi Chowk,Uttar Pradesh,27.2384,78.7478,204216
1601,Rajaki Bazaria,Uttar Pradesh,26.9833,79.8111,205001
1602,Tindauli,Uttar Pradesh,27.1833,78.95,205119
1603,Ekka,Uttar Pradesh,26.9833,79.8111,205122
1604,Parham,Uttar Pradesh,26.9833,79.8111,205130
1605,Madhoganj,Uttar Pradesh,27.1167,80.15,205141
1606,Pariar,Uttar Pradesh,26.65,80.3333,205142
1607,Eatms,Uttar Pradesh,26.9833,79.8111,205231
1608,Etawah,Uttar Pradesh,26.7667,79.0333,206001
1609,Etawah,Uttar Pradesh,26.7667,79.0333,206002
1610,Aheripur,Uttar Pradesh,26.6556,79.1889,206120
1611,Ajitmal,Uttar Pradesh,26.5667,79.3167,206121
1612,Tiloknagar,Uttar Pradesh,26.6556,79.1889,206122
1613,Chakra Nagar,Uttar Pradesh,26.6556,79.1889,206125
1614,Ekdil,Uttar Pradesh,26.75,79.1,206126
1615,Lakhna,Uttar Pradesh,26.65,79.15,206127
1616,Udi,Uttar Pradesh,26.7197,78.9547,206131
1617,Achalda,Uttar Pradesh,26.7167,79.4167,206241
1618,Kanchausi Bazar,Uttar Pradesh,27.175,78.45,206246
1619,Sahar,Uttar Pradesh,27.6333,77.4833,206248
1620,Harchandpur,Uttar Pradesh,26.35,81.1667,206250
1621,Gandhi Market,Uttar Pradesh,28.0667,78.575,207001
1622,Kalan,Uttar Pradesh,28.0667,78.575,207122
1623,Ganj,Uttar Pradesh,29.2667,78.1167,207242
1624,Patiali,Uttar Pradesh,27.7167,79.0167,207243
1625,Raja-Ka-Rampur,Uttar Pradesh,28.2611,78.6611,207244
1626,Sahawar,Uttar Pradesh,27.8,78.85,207245
1627,Jalesar Town,Uttar Pradesh,27.4833,78.3167,207302
1628,Railway Road,Uttar Pradesh,28.0667,78.575,207502
1629,Filkhana,Uttar Pradesh,26.475,80.3083,208001
1630,Agricultural College,Uttar Pradesh,26.475,80.3083,208002
1631,Chakeri Ad,Uttar Pradesh,26.475,80.3083,208003
1632,Napler Road,Uttar Pradesh,26.475,80.3083,208004
1633,Vijainagar,Uttar Pradesh,26.475,80.3083,208005
1634,Harijinder Nagar,Uttar Pradesh,26.475,80.3083,208007
1635,Tannery (J K Puri),Uttar Pradesh,26.4833,80.2667,208010
1636,Babupurwa,Uttar Pradesh,26.4833,80.2667,208011
1637,Oil Mills Industrial Esta,Uttar Pradesh,26.4833,80.2667,208012
1638,C O D Kanpur,Uttar Pradesh,26.4833,80.2667,208013
1639,I I T Kanpur,Uttar Pradesh,26.4833,80.2667,208016
1640,N S I Kanpur,Uttar Pradesh,26.4833,80.2667,208017
1641,Kalyanpur,Uttar Pradesh,26.4833,80.2667,208018
1642,Panki Power House,Uttar Pradesh,26.4667,80.35,208020
1643,Hamirpur Road,Uttar Pradesh,26.4667,80.35,208021
1644,Udyognagar (Kanpur),Uttar Pradesh,26.4667,80.35,208022
1645,Kanpur,Uttar Pradesh,26.4667,80.35,208023
1646,Railganj,Uttar Pradesh,26.4667,80.35,208024
1647,Akbarpur (Kanpur),Uttar Pradesh,27.01,79.9467,209101
1648,Rajpur (Kanpur),Uttar Pradesh,27.01,79.9467,209115
1649,Chabeypur (Kanpur),Uttar Pradesh,27.01,79.9467,209203
1650,Sadar Bazar,Uttar Pradesh,27.01,79.9467,209206
1651,Darapur,Uttar Pradesh,27.01,79.9467,209301
1652,Narwal,Uttar Pradesh,26.25,80.45,209401
1653,Fatehgarh R S,Uttar Pradesh,27.3667,79.6333,209601
1654,Fatehgarh,Uttar Pradesh,27.3667,79.6333,209602
1655,Farrukhabad,Uttar Pradesh,27.4,79.5667,209625
1656,Indergarh,Uttar Pradesh,26.9333,79.6833,209723
1657,Kamalganj,Uttar Pradesh,27.2667,79.65,209724
1658,Hari Nagar,Uttar Pradesh,27.0667,79.9167,209725
1659,Talgram,Uttar Pradesh,27.05,79.65,209731
1660,Jalalabad Fategarh,Uttar Pradesh,27.05,79.65,209733
1661,Thathia,Uttar Pradesh,27.05,79.65,209734
1662,Umarda,Uttar Pradesh,27.05,79.65,209738
1663,Jahanganj,Uttar Pradesh,27.05,79.65,209739
1664,Unnao H O,Uttar Pradesh,26.7,80.6417,209801
1665,Ajgain,Uttar Pradesh,26.6167,80.6333,209821
1666,Hasanganj,Uttar Pradesh,26.7833,80.65,209841
1667,Gangaghat (Unnao),Uttar Pradesh,26.7,80.6417,209861
1668,Baberu,Uttar Pradesh,25.55,80.7167,210121
1669,Kamasin,Uttar Pradesh,25.5167,80.9167,210125
1670,Pailani,Uttar Pradesh,25.75,80.4333,210126
1671,Tindwari,Uttar Pradesh,25.6167,80.5333,210128
1672,Naraini,Uttar Pradesh,25.6083,80.65,210129
1673,Badausa,Uttar Pradesh,25.25,80.65,210202
1674,Rajapur,Uttar Pradesh,25.3833,81.15,210205
1675,Pahari,Uttar Pradesh,25.35,80.9667,210206
1676,Hamirpur Dist Board,Uttar Pradesh,25.4611,80.5241,210301
1677,Charkhari State,Uttar Pradesh,25.3667,79.675,210421
1678,Jaitpur (Hamirpur),Uttar Pradesh,25.3667,79.675,210423
1679,Mahoba,Uttar Pradesh,25.2833,79.8667,210427
1680,Panwari,Uttar Pradesh,25.45,79.4833,210429
1681,Ragaul,Uttar Pradesh,25.4611,80.5241,210507
1682,C D A (PENSiON),Uttar Pradesh,25.425,81.8583,211001
1683,Indian Press,Uttar Pradesh,25.425,81.8583,211002
1684,Daryabad,Uttar Pradesh,25.4167,81.8333,211003
1685,Harijan Ashram,Uttar Pradesh,25.425,81.8583,211004
1686,Daraganj,Uttar Pradesh,25.4333,81.8833,211006
1687,Agricultural Institue,Uttar Pradesh,25.425,81.8583,211007
1688,Labour Colony,Uttar Pradesh,25.425,81.8583,211008
1689,C D A (P),Uttar Pradesh,25.425,81.8583,211014
1690,Chail,Uttar Pradesh,25.4333,81.6333,212202
1691,Charwa,Uttar Pradesh,25.4333,81.6333,212203
1692,Dara Nagar,Uttar Pradesh,25.4333,81.6333,212204
1693,Mahgaon,Uttar Pradesh,25.4333,81.6333,212213
1694,Pachhim,Uttar Pradesh,25.4333,81.6333,212214
1695,Tilhapur,Uttar Pradesh,25.4333,81.6333,212218
1696,Nahwal,Uttar Pradesh,25.7278,80.9944,212304
1697,Janghai Bazar,Uttar Pradesh,25.7278,80.9944,212401
1698,Fatehpur City,Uttar Pradesh,25.9333,80.8,212601
1699,Bahrampur,Uttar Pradesh,25.875,80.675,212622
1700,Erayan,Uttar Pradesh,25.875,80.675,212653
1701,Jamraon,Uttar Pradesh,25.875,80.675,212654
1702,Lalauli,Uttar Pradesh,25.8167,80.55,212661
1703,Bahna,Uttar Pradesh,25.8167,80.55,212663
1704,Varanasi H O,Uttar Pradesh,25.3333,83.0,221001
1705,Varanasi,Uttar Pradesh,25.307,83.041,221002
1706,Varanasi,Uttar Pradesh,25.3333,83.0,221003
1707,D L W Varanasi,Uttar Pradesh,25.3333,83.0,221004
1708,Lanka,Uttar Pradesh,25.3333,83.0,221005
1709,Babatpur Aeordrome,Uttar Pradesh,25.3333,83.0,221006
1710,P A C Ramnagar,Uttar Pradesh,25.3333,83.0,221008
1711,Sahupuri,Uttar Pradesh,25.3333,83.0,221009
1712,Mahmmorganj,Uttar Pradesh,25.3333,83.0,221010
1713,Chaubeypur (Varanasi),Uttar Pradesh,25.6475,83.1794,221104
1714,Harhua,Uttar Pradesh,25.6475,83.1794,221105
1715,Industrial Est Varanasi,Uttar Pradesh,25.6475,83.1794,221106
1716,P A C,Uttar Pradesh,25.6475,83.1794,221108
1717,Bajardhiha,Uttar Pradesh,25.6475,83.1794,221109
1718,Tanda Kalan,Uttar Pradesh,25.6475,83.1794,221115
1719,Babatpur R S,Uttar Pradesh,25.6475,83.1794,221202
1720,Akorha,Uttar Pradesh,25.6475,83.1794,221209
1721,Gangapur,Uttar Pradesh,25.95,84.3833,221302
1722,Jakhni,Uttar Pradesh,25.95,84.3833,221305
1723,Ozh,Uttar Pradesh,25.95,84.3833,221308
1724,Jangiganj,Uttar Pradesh,25.95,84.3833,221310
1725,Raja Talab,Uttar Pradesh,25.95,84.3833,221311
1726,Maharaj Ganj,Uttar Pradesh,25.95,84.3833,221314
1727,Parsipur,Uttar Pradesh,25.6475,83.1794,221402
1728,Nai Bazar,Uttar Pradesh,25.6475,83.1794,221409
1729,Kachwa,Uttar Pradesh,25.3833,82.15,221501
1730,Handia,Uttar Pradesh,25.3833,82.1833,221503
1731,Handia Tech Institute,Uttar Pradesh,25.3833,82.15,221504
1732,Hanumanganj,Uttar Pradesh,25.3833,82.15,221505
1733,Sahson,Uttar Pradesh,25.3833,82.15,221507
1734,Saidabad,Uttar Pradesh,25.3833,82.1167,221508
1735,Madhuban,Uttar Pradesh,26.1656,83.6894,221603
1736,Haldharpur,Uttar Pradesh,25.9833,83.8833,221705
1737,Garhamalpur,Uttar Pradesh,25.9833,83.8833,221709
1738,Nagra,Uttar Pradesh,25.9833,83.8833,221711
1739,Thakdewri,Uttar Pradesh,25.9833,83.8833,221719
1740,Umarpur,Uttar Pradesh,29.6383,77.3892,222001
1741,Ram Dayalganj,Uttar Pradesh,27.6261,80.1772,222105
1742,I I T Siddiqpur,Uttar Pradesh,27.6261,80.1772,222110
1743,Badiapur,Uttar Pradesh,25.6,83.0167,222125
1744,Chandwak,Uttar Pradesh,25.6,83.0167,222129
1745,Fatehganj,Uttar Pradesh,29.6522,77.3378,222132
1746,Ahorwa,Uttar Pradesh,29.6522,77.3378,222135
1747,Jalalpur Jaunpur,Uttar Pradesh,29.6522,77.3378,222136
1748,Jamalpur,Uttar Pradesh,29.6522,77.3378,222137
1749,Kajgaon,Uttar Pradesh,29.6522,77.3378,222138
1750,Machhlishahar,Uttar Pradesh,27.6261,80.1772,222143
1751,Maharajganj (Janupur),Uttar Pradesh,27.6261,80.1772,222145
1752,Leorua,Uttar Pradesh,27.6261,80.1772,222148
1753,S R G Degree College Dobh,Uttar Pradesh,27.6261,80.1772,222149
1754,Pasara,Uttar Pradesh,27.6261,80.1772,222172
1755,Zafrabad,Uttar Pradesh,27.6261,80.1772,222180
1756,Lambhua,Uttar Pradesh,26.15,82.2167,222302
1757,Maharanj,Uttar Pradesh,26.15,82.2167,222303
1758,Ahraula,Uttar Pradesh,26.1833,82.9167,223221
1759,Mahul,Uttar Pradesh,26.1333,82.8167,223225
1760,Qandhari Bazar,Uttar Pradesh,26.3667,82.85,224001
1761,Akbarpur (Faizabad),Uttar Pradesh,26.3667,82.85,224122
1762,Dabhasomar,Uttar Pradesh,26.3667,82.85,224133
1763,Teleagargh,Uttar Pradesh,26.3667,82.85,224141
1764,Hanswar,Uttar Pradesh,26.3667,82.85,224143
1765,Iltifatganj,Uttar Pradesh,26.3667,82.85,224145
1766,Jahangirganj,Uttar Pradesh,26.4167,82.9667,224147
1767,Jalalpur,Uttar Pradesh,26.3167,82.7333,224149
1768,Pahitipur,Uttar Pradesh,26.3667,82.85,224168
1769,Rajeshultanpur,Uttar Pradesh,26.3667,82.85,224175
1770,Tanda (Faizabad),Uttar Pradesh,26.3667,82.85,224190
1771,Indiapur,Uttar Pradesh,26.3667,82.85,224198
1772,Harringtonganj,Uttar Pradesh,26.3667,82.85,224208
1773,Janaura,Uttar Pradesh,26.3667,82.85,224211
1774,Paikauli Bazar,Uttar Pradesh,26.3667,82.85,224216
1775,Laroon,Uttar Pradesh,26.3667,82.85,224223
1776,Usmanpur,Uttar Pradesh,29.5475,77.3731,225120
1777,Harakh,Uttar Pradesh,29.5475,77.3731,225121
1778,Jahangirabad Raj,Uttar Pradesh,27.7769,80.0966,225203
1779,Saadatganj,Uttar Pradesh,27.7769,80.0966,225206
1780,Tehsil Fatehpur,Uttar Pradesh,27.7769,80.0966,225305
1781,Patranga R S,Uttar Pradesh,26.8917,81.4583,225401
1782,Daryabad,Uttar Pradesh,25.4167,81.8333,225403
1783,Daryabad R S,Uttar Pradesh,26.8917,81.4583,225404
1784,Radauh Station Road,Uttar Pradesh,26.8917,81.4583,225411
1785,Safdarganj,Uttar Pradesh,26.8917,81.4583,225412
1786,Zaidpur,Uttar Pradesh,26.8333,81.3333,225414
1787,Tikaitnagar,Uttar Pradesh,26.95,81.5833,225415
1788,Carlton Hotel,Uttar Pradesh,27.5167,79.9833,226001
1789,Campbell Lines,Uttar Pradesh,27.5167,79.9833,226002
1790,Thakurganj,Uttar Pradesh,27.5167,79.9833,226003
1791,Victoria Ganj,Uttar Pradesh,27.5167,79.9833,226004
1792,Alambagh,Uttar Pradesh,27.5167,79.9833,226005
1793,H E School,Uttar Pradesh,27.5167,79.9833,226006
1794,Chandganj,Uttar Pradesh,27.5167,79.9833,226007
1795,Aerodrome,Uttar Pradesh,27.5167,79.9833,226009
1796,Industrial Area (Lucknow),Uttar Pradesh,27.5167,79.9833,226012
1797,Pac Lucknow,Uttar Pradesh,27.5167,79.9833,226014
1798,Nagar Lucknow,Uttar Pradesh,27.5167,79.9833,226016
1799,Rahimbad,Uttar Pradesh,26.5278,81.5111,227116
1800,U P Govt Camp Post Office,Uttar Pradesh,26.5278,81.5111,227132
1801,F F T C Indaurabagh,Uttar Pradesh,26.5278,81.5111,227202
1802,Itauja,Uttar Pradesh,26.5278,81.5111,227205
1803,Nagram,Uttar Pradesh,26.6167,81.1333,227308
1804,Industrial Estate Muzaffa,Uttar Pradesh,26.4833,81.7,227801
1805,Rai,Uttar Pradesh,26.4833,81.7,227806
1806,Hasanpur (Sultanpur),Uttar Pradesh,26.4833,81.7,227808
1807,Jagdishpur,Uttar Pradesh,26.75,80.5333,227809
1808,Walipur,Uttar Pradesh,26.4833,81.7,227812
1809,Haliapur,Uttar Pradesh,26.5167,81.7833,227815
1810,Jagdishpur,Uttar Pradesh,26.45,81.6167,227817
1811,Loco Colony,Uttar Pradesh,26.1667,82.3833,228001
1812,K N I (Sultanpur),Uttar Pradesh,26.1667,82.3833,228118
1813,Kamla Nehru Institute,Uttar Pradesh,26.1667,82.3833,228124
1814,Deara,Uttar Pradesh,26.1667,82.3833,228132
1815,Jaisinghapur,Uttar Pradesh,26.1667,82.3833,228141
1816,Kadipur,Uttar Pradesh,26.1667,82.3833,228145
1817,Tawakalpur Nagar,Uttar Pradesh,26.1667,82.3833,228161
1818,Akhand Nagar,Uttar Pradesh,26.1667,82.3833,228171
1819,Rae Bareli,Uttar Pradesh,26.2167,81.2333,229001
1820,I T I Rae Bareli,Uttar Pradesh,26.2167,81.2333,229010
1821,Aihar,Uttar Pradesh,26.5258,80.8285,229121
1822,Hallaur (Rae Bareli),Uttar Pradesh,26.5258,80.8285,229123
1823,Maharajganj (Rae Bareli),Uttar Pradesh,26.5258,80.8285,229128
1824,Parasadipur,Uttar Pradesh,26.5258,80.8285,229129
1825,Chaubara,Uttar Pradesh,26.5258,80.8285,229130
1826,Dalmau,Uttar Pradesh,26.0667,81.0333,229203
1827,Gaura,Uttar Pradesh,26.1167,81.1667,229204
1828,Lalganj(Rae Bareli),Uttar Pradesh,26.0917,81.1,229206
1829,Pahu,Uttar Pradesh,26.0917,81.1,229209
1830,Bachhrawan,Uttar Pradesh,26.4833,81.1167,229301
1831,Harchandpur,Uttar Pradesh,26.35,81.1667,229303
1832,Harbansganj,Uttar Pradesh,26.3611,81.2722,229304
1833,Jais,Uttar Pradesh,26.25,81.5333,229305
1834,Tiloi,Uttar Pradesh,26.3611,81.2722,229309
1835,Deeh,Uttar Pradesh,26.3611,81.2722,229310
1836,Itaura Buzurg,Uttar Pradesh,27.7994,79.295,229401
1837,Jagatpur,Uttar Pradesh,26.05,81.2833,229402
1838,Garhi,Uttar Pradesh,29.5489,77.3067,229407
1839,Kala Kankar,Uttar Pradesh,27.7994,79.295,229408
1840,Kaithola,Uttar Pradesh,25.65,81.6167,229410
1841,Lalgopalganj,Uttar Pradesh,25.65,81.6167,229413
1842,Pariyawan,Uttar Pradesh,25.65,81.6167,229419
1843,Macandrewganj,Uttar Pradesh,25.85,82.1167,230001
1844,Afim-Ki-Kothi,Uttar Pradesh,25.85,82.1167,230122
1845,Deo Daru,Uttar Pradesh,25.85,82.1167,230123
1846,Babuganj,Uttar Pradesh,25.85,82.1167,230126
1847,Dalippur,Uttar Pradesh,25.85,82.1167,230127
1848,Lalganj (Pratapgarh),Uttar Pradesh,25.85,82.1167,230132
1849,Chajepur,Uttar Pradesh,25.85,82.1167,230133
1850,Oriyadeeh,Uttar Pradesh,25.85,82.1167,230134
1851,Sagra,Uttar Pradesh,25.85,82.1167,230136
1852,Sahebganj,Uttar Pradesh,25.85,82.1167,230137
1853,Paharpur,Uttar Pradesh,25.85,82.1167,230140
1854,Ajgara,Uttar Pradesh,25.85,82.1167,230144
1855,Jamtali,Uttar Pradesh,25.85,82.1167,230302
1856,Madhoganj (Pratapgarh),Uttar Pradesh,25.85,82.1167,230403
1857,Vishwanathganj,Uttar Pradesh,25.85,82.1167,230404
1858,Darehut,Uttar Pradesh,25.85,82.1167,230405
1859,Hanumanganj (Pratapgarh),Uttar Pradesh,25.85,82.1167,230406
1860,Garwara,Uttar Pradesh,25.85,82.1167,230502
1861,Welleslyganj,Uttar Pradesh,24.8167,82.7889,231001
1862,Laldigi,Uttar Pradesh,24.8167,82.7889,231002
1863,Dalla,Uttar Pradesh,24.7167,82.675,231207
1864,Lalganj,Uttar Pradesh,25.0167,82.3667,231211
1865,Rajpur (Mirzapur),Uttar Pradesh,24.7167,82.675,231215
1866,Obra,Uttar Pradesh,24.4167,82.9833,231219
1867,A T P S (Mirzapur),Uttar Pradesh,24.7167,82.675,231225
1868,Ahraura,Uttar Pradesh,25.0167,83.0167,231301
1869,Adalhat,Uttar Pradesh,25.0167,83.0167,231302
1870,Narainpur,Uttar Pradesh,25.0167,83.0167,231305
1871,Factory,Uttar Pradesh,25.0167,83.0167,231311
1872,Jamuwa,Uttar Pradesh,25.0167,83.0167,231314
1873,Railway Colony,Uttar Pradesh,26.2962,81.7729,232101
1874,Baburi,Uttar Pradesh,25.1833,83.1833,232102
1875,Chakia,Uttar Pradesh,25.05,83.2167,232103
1876,Chandauli,Uttar Pradesh,25.2667,83.2667,232104
1877,Kamalpur,Uttar Pradesh,29.685,77.425,232106
1878,Chahaniya,Uttar Pradesh,26.2962,81.7729,232116
1879,Sahab Ganj,Uttar Pradesh,26.2962,81.7729,232118
1880,Sahid Gaon,Uttar Pradesh,26.2962,81.7729,232119
1881,Sadalpura,Uttar Pradesh,26.2962,81.7729,232120
1882,Wyndhamganj,Uttar Pradesh,24.25,83.3833,232221
1883,Gahmar,Uttar Pradesh,25.4333,83.5667,232327
1884,Zamania,Uttar Pradesh,25.4333,83.5667,232329
1885,Zamania R S,Uttar Pradesh,25.4333,83.5667,232331
1886,Tarighat,Uttar Pradesh,25.4333,83.5667,232332
1887,Tajpur Manjha,Uttar Pradesh,25.4333,83.5667,232341
1888,Tiarg,Uttar Pradesh,25.4333,83.5667,232342
1889,B G Pur,Uttar Pradesh,25.5168,82.4525,233201
1890,Gangauli,Uttar Pradesh,25.5168,82.4525,233222
1891,Yusufpur,Uttar Pradesh,25.5168,82.4525,233227
1892,Tajpur Dehma,Uttar Pradesh,25.5168,82.4525,233228
1893,Ganshadepur,Uttar Pradesh,25.5168,82.4525,233232
1894,Nandganj,Uttar Pradesh,25.5168,82.4525,233302
1895,Zangipur,Uttar Pradesh,25.5168,82.4525,233305
1896,N S Sugar Mills,Uttar Pradesh,25.5168,82.4525,233311
1897,Pahewa,Uttar Pradesh,25.5168,82.4525,233312
1898,Hardoi H O,Uttar Pradesh,25.9167,79.6125,241001
1899,Ahirori,Uttar Pradesh,25.825,79.3833,241121
1900,Baghauli,Uttar Pradesh,25.825,79.3833,241122
1901,Pali,Uttar Pradesh,24.4833,78.4167,241123
1902,Kachhauna,Uttar Pradesh,27.1667,80.35,241126
1903,Bahendar,Uttar Pradesh,25.9167,79.6125,241201
1904,Madhoganj (Hardoi),Uttar Pradesh,27.1167,80.15,241302
1905,Harpalpur,Uttar Pradesh,25.2833,79.3333,241402
1906,Hariwan,Uttar Pradesh,25.2833,79.3333,241405
1907,Saadat Nagar,Uttar Pradesh,25.2833,79.3333,241407
1908,Safipur,Uttar Pradesh,26.7333,80.35,241504
1909,Charkhamba,Uttar Pradesh,28.2236,79.1956,242001
1910,Paina Bujrag,Uttar Pradesh,28.2236,79.1956,242101
1911,Sahbaj Nagar,Uttar Pradesh,28.2236,79.1956,242102
1912,Jalalabad Shahjahanpur,Uttar Pradesh,27.7583,79.625,242221
1913,Kant,Uttar Pradesh,27.8,79.8,242225
1914,Rafiabad Kalan,Uttar Pradesh,27.7167,79.45,242227
1915,Kamal Mainpur,Uttar Pradesh,27.7583,79.625,242228
1916,Ahmadpur,Uttar Pradesh,29.6344,77.4111,242230
1917,Dadraul,Uttar Pradesh,29.6344,77.4111,242234
1918,Jaitipur,Uttar Pradesh,27.9833,79.5833,242302
1919,Bajhera,Uttar Pradesh,27.9833,79.6583,242303
1920,Tilhar,Uttar Pradesh,27.9833,79.7333,242307
1921,Jalapur,Uttar Pradesh,27.9833,79.6583,242310
1922,Laxmipur,Uttar Pradesh,27.9833,79.6583,242311
1923,Sadar Bazar,Uttar Pradesh,28.1759,79.263,243001
1924,Izat Nagar,Uttar Pradesh,28.1759,79.263,243002
1925,Izatnagar,Uttar Pradesh,28.3833,79.4167,243122
1926,Nakatia Nala,Uttar Pradesh,28.3833,79.4167,243123
1927,T M Icha,Uttar Pradesh,28.3833,79.4167,243127
1928,Baheri,Uttar Pradesh,28.7833,79.5,243201
1929,Deorania (B),Uttar Pradesh,28.5667,79.3917,243203
1930,Gaini,Uttar Pradesh,28.35,79.2833,243206
1931,Chanchali,Uttar Pradesh,28.1759,79.263,243403
1932,Faridpur,Uttar Pradesh,28.2167,79.55,243503
1933,Fatehganj East,Uttar Pradesh,28.2167,79.55,243506
1934,Patiali Saraj,Uttar Pradesh,27.97,79.1233,243601
1935,Usawan,Uttar Pradesh,27.97,79.1233,243621
1936,Dataganj,Uttar Pradesh,28.0333,79.4,243635
1937,Kachla,Uttar Pradesh,28.0083,79.0917,243636
1938,Kakrala,Uttar Pradesh,27.9,79.2,243637
1939,Sahaswan,Uttar Pradesh,28.0833,78.75,243638
1940,Ujhani,Uttar Pradesh,28.0167,79.0167,243639
1941,Usehat,Uttar Pradesh,27.8167,79.25,243641
1942,Xxiv B Pac,Uttar Pradesh,29.0889,78.6778,244001
1943,Pakbara,Uttar Pradesh,29.0889,78.6778,244102
1944,Bachraon,Uttar Pradesh,28.85,78.2333,244225
1945,Gajraula,Uttar Pradesh,28.85,78.2333,244235
1946,Rajjabpur,Uttar Pradesh,28.85,78.2333,244236
1947,Hasanpur (Moradabad),Uttar Pradesh,28.85,78.2333,244241
1948,Ujhari,Uttar Pradesh,28.85,78.2333,244242
1949,Rahta,Uttar Pradesh,28.85,78.2333,244255
1950,Deepasarai,Uttar Pradesh,29.0889,78.6778,244302
1951,Aghwanpur,Uttar Pradesh,29.0889,78.6778,244502
1952,Thakurdwara,Uttar Pradesh,29.2,78.85,244601
1953,Maulekhal,Uttaranchal,29.2167,78.95,244711
1954,Kashipur,Uttaranchal,29.2167,78.95,244713
1955,Sugar Mill Kashipur,Uttaranchal,29.2167,78.95,244714
1956,Ram Nagar,Uttaranchal,29.2167,78.95,244715
1957,R.T.C. Mempur,Uttaranchal,29.2167,78.95,244716
1958,Sugar Factory Nadehi,Uttaranchal,29.2167,78.95,244717
1959,C & M Stores,Uttar Pradesh,29.0889,78.6778,244901
1960,Tanda (Rampur),Uttar Pradesh,29.0889,78.6778,244925
1961,Hapur,Uttar Pradesh,28.7167,77.7833,245101
